type,depth,arity,density
random,2,0.6666666666666666,0.3333333333333333
natural,4,0.9166666666666666,0.08333333333333333
random,3,0.9166666666666666,0.08333333333333333
natural,5,0.9375,0.0625
random,6,0.9375,0.0625
natural,3,0.8571428571428571,0.14285714285714285
random,2,0.8571428571428571,0.14285714285714285
natural,3,0.967741935483871,0.03225806451612903
random,5,0.967741935483871,0.03225806451612903
natural,9,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,4,0.9230769230769231,0.07692307692307693
random,3,0.9230769230769231,0.07692307692307693
natural,8,0.967741935483871,0.03225806451612903
random,6,0.967741935483871,0.03225806451612903
natural,5,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,6,0.96875,0.03125
random,5,0.96875,0.03125
natural,4,0.9565217391304348,0.043478260869565216
random,6,0.9565217391304348,0.043478260869565216
natural,8,0.96875,0.03125
random,5,0.96875,0.03125
natural,4,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,10,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,5,0.9444444444444444,0.05555555555555555
random,3,0.9444444444444444,0.05555555555555555
natural,7,0.9375,0.0625
random,3,0.9375,0.0625
natural,8,0.95,0.05
random,4,0.95,0.05
natural,6,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,5,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,7,0.95,0.05
random,4,0.95,0.05
natural,8,0.9743589743589743,0.02564102564102564
random,7,0.9743589743589743,0.02564102564102564
natural,3,0.9285714285714286,0.07142857142857142
random,3,0.9285714285714286,0.07142857142857142
natural,16,0.9795918367346939,0.02040816326530612
random,7,0.9795918367346939,0.02040816326530612
natural,5,0.9615384615384616,0.038461538461538464
random,7,0.9615384615384616,0.038461538461538464
natural,8,0.9666666666666667,0.03333333333333333
random,7,0.9666666666666667,0.03333333333333333
natural,10,0.9629629629629629,0.037037037037037035
random,6,0.9629629629629629,0.037037037037037035
natural,13,0.9714285714285714,0.02857142857142857
random,5,0.9714285714285714,0.02857142857142857
natural,9,0.9666666666666667,0.03333333333333333
random,4,0.9666666666666667,0.03333333333333333
natural,7,0.96,0.04
random,7,0.96,0.04
natural,13,0.9705882352941176,0.029411764705882353
random,6,0.9705882352941176,0.029411764705882353
natural,9,0.9743589743589743,0.02564102564102564
random,7,0.9743589743589743,0.02564102564102564
natural,7,0.95,0.05
random,5,0.95,0.05
natural,11,0.9722222222222222,0.027777777777777776
random,8,0.9722222222222222,0.027777777777777776
natural,3,0.9090909090909091,0.09090909090909091
random,3,0.9090909090909091,0.09090909090909091
natural,4,0.9411764705882353,0.058823529411764705
random,4,0.9411764705882353,0.058823529411764705
natural,6,0.967741935483871,0.03225806451612903
random,7,0.967741935483871,0.03225806451612903
